B00007FH7O,"[0.1531, 0.7351]","[3, 5]","[[cushion, ok, didnt, head, band, hold, ear, piece, head], [ship, perfect, fit]]","[[cushion ok didnt head band hold ear piece head, 0.1531, 3], [ship perfect fit, 0.7351, 5]]"
B0043GUKT8,[0.6249],[5],"[[work, great]]","[[work great, 0.6249, 5]]"
B004D50U9O,[0.765],[5],"[[perfect, phone, easy, use]]","[[perfect phone easy use, 0.765, 5]]"
B0052YFYFK,"[0.25, 0.8563, 0.9832, -0.296]","[3, 5, 5, 2]","[[broke, month, get, jaybird, amaze], [haw, getting, couple, year, sorry, wait, use, listen, audio, book, walk, surprise, turn, announce, battery, fullness, get, walking, get, answer, call, clear, happy, learn, curve, use, function], [stop, work, month, use], [purchase, headset, use, work, find, variety, us, time, own, box, charge, pair, iphone, use, variety, earbud, size, choose, correct, size, chosen, variety, reason, ill, us, found, thembr, br, music, work, outbr, use, headset, primary, reason, purchase, use, spotify, main, music, source, work, headset, great, job, reproduce, high, low, music, type, listen, music, listener, listen, wide, variety, basis, say, im, go, comment, sound, quality, bass, range, accurate, representation, tone, etc, etc, dont, pay, close, attention, regard, ear, bud, size, selection, using, headset, sweat, cause, slip, ear, run, activity, yet, use, music, control, volume, button, iphone, watchbr, br, game, headsetbr, use, headset, order, connect, skype, teamspeak, playing, online, game, audio, listening, others, speak, find, need, turn, microphone, gain, bit, order, whatever, application, im, use, pick, voice, make, auto, ptt, function, bit, gain, cause, activate, pick, fair, amount, background, noise, design, game, headset, complainbr, br, headset, conference, callsbr, headset, design, listening, find, use, shine, use, headset, connect, conference, call, road, travel, work, training, voice, quality, call, excellent, ive, heard, complaint, voice, quality, end, background, noise, curtail, conference, call, area, earbud, size, order, seal, place, coffee, shop, airportbr, br, overall, headset, use, work, online, game, take, work, tripsbr, br, id, recommend, headset, combination, watch, control, music, fitbit, sort, track]]","[[broke month get jaybird amaze, 0.25, 3], [haw getting couple year sorry wait use listen audio book walk surprise turn announce battery fullness get walking get answer call clear happy learn curve use function, 0.8563, 5], [stop work month use, 0.9832, 5], [purchase headset use work find variety us time own box charge pair iphone use variety earbud size choose correct size chosen variety reason ill us found thembr br music work outbr use headset primary reason purchase use spotify main music source work headset great job reproduce high low music type listen music listener listen wide variety basis say im go comment sound quality bass range accurate representation tone etc etc dont pay close attention regard ear bud size selection using headset sweat cause slip ear run activity yet use music control volume button iphone watchbr br game headsetbr use headset order connect skype teamspeak playing online game audio listening others speak find need turn microphone gain bit order whatever application im use pick voice make auto ptt function bit gain cause activate pick fair amount background noise design game headset complainbr br headset conference callsbr headset design listening find use shine use headset connect conference call road travel work training voice quality call excellent ive heard complaint voice quality end background noise curtail conference call area earbud size order seal place coffee shop airportbr br overall headset use work online game take work tripsbr br id recommend headset combination watch control music fitbit sort track, -0.296, 2]]"
B0053RQ9QE,"[0.0, 0.7964, 0.0]","[1, 5, 2]","[[work, couple, week, use, phone, haha], [didnt, work, phone], [work]]","[[work couple week use phone haha, 0.0, 1], [didnt work phone, 0.7964, 5], [work, 0.0, 2]]"
B007CA38J6,[0.0],[1],[[phone]],"[[phone, 0.0, 1]]"
B007PI12OS,[0.4404],[4],"[[get, work]]","[[get work, 0.4404, 4]]"
B007Y2YWC4,[0.6249],[5],"[[work, great]]","[[work great, 0.6249, 5]]"
B0089XEASS,[0.2263],[5],[[okay]],"[[okay, 0.2263, 5]]"
B008BL55FU,[0.8519],[5],"[[job, love, price]]","[[job love price, 0.8519, 5]]"
B008RVJYQ0,[0.6115],[5],"[[product, recommend]]","[[product recommend, 0.6115, 5]]"
B0090MTQBS,[0.6597],[5],"[[everything, promise, thanks]]","[[everything promise thanks, 0.6597, 5]]"
B0092KRAXY,"[0.0, -0.3875, 0.8326, 0.743]","[4, 1, 5, 5]","[[month, work, point], [set, stylus, pen, issue, come, ea, spare, tip, lightweight, metal, make, feel, resilient, robust, size, pen, advertise, well, one, price, imagine, well, value], [think, tip, thinner, use], [didnt, care]]","[[month work point, 0.0, 4], [set stylus pen issue come ea spare tip lightweight metal make feel resilient robust size pen advertise well one price imagine well value, -0.3875, 1], [think tip thinner use, 0.8326, 5], [didnt care, 0.743, 5]]"
B0094CX0NE,"[0.796, 0.0]","[5, 2]","[[use, week, jog, please, loosen, phone, feel, secure, pouch, run, recommend], [band, arm, material, cheap]]","[[use week jog please loosen phone feel secure pouch run recommend, 0.796, 5], [band arm material cheap, 0.0, 2]]"
B009QTLTOM,"[0.6473, 0.6319]","[5, 4]","[[please, product, power, panel, back, battery, car, charge, jackerys, none, fail, mebr, br, issue, charge, iphone, otterbox, resurgence, mild, issue, match, happiness, rvapower, need, power, ismart, plug, find, need, extra, juice], [complaint, intend, recharge, phone, road]]","[[please product power panel back battery car charge jackerys none fail mebr br issue charge iphone otterbox resurgence mild issue match happiness rvapower need power ismart plug find need extra juice, 0.6473, 5], [complaint intend recharge phone road, 0.6319, 4]]"
B00A7V0H28,[0.5719],[5],[[perfect]],"[[perfect, 0.5719, 5]]"
B00BHAD7MU,"[0.9688, 0.6249]","[5, 5]","[[forgot, review, lol, honest, truth, awesome, great, quality, last, getting, month, month, look, approve, product], [work, great, iphone, otter, case]]","[[forgot review lol honest truth awesome great quality last getting month month look approve product, 0.9688, 5], [work great iphone otter case, 0.6249, 5]]"
B00BHMH1GQ,"[0.8519, 0.9072]","[5, 4]","[[love], [insane, price, pair, nice, brand, name, sound, easy, install, snap, screw, clip, fit, f, front, door, sound, crisp, clear, bit, bass, head, unit, suck, stock, think, whole, lot, feel, upgradingbr, br, let, say, dont, max, volume, music, speaker]]","[[love, 0.8519, 5], [insane price pair nice brand name sound easy install snap screw clip fit f front door sound crisp clear bit bass head unit suck stock think whole lot feel upgradingbr br let say dont max volume music speaker, 0.9072, 4]]"
B00C96CGXM,"[0.6249, 0.9042]","[5, 5]","[[excellent, brand, otterbox, commuter, series, case, samsung, packaging, fast, delivery, wonderful, seller, delivers, product, advertise, thank]]","[[excellent brand otterbox commuter series case samsung packaging fast delivery wonderful seller delivers product advertise thank, 0.6249, 5], [, 0.9042, 5]]"
B00CBX872M,[0.3252],[1],"[[piece, junk, dont, waste, money]]","[[piece junk dont waste money, 0.3252, 1]]"
B00COEJ8C6,[0.7906],[5],"[[sound, video, quality, better, quality, stock]]","[[sound video quality better quality stock, 0.7906, 5]]"
B00CPTEC8A,[0.5719],[4],"[[daughter, love, phone, case, issue, control, volume, side, phone, remove, case]]","[[daughter love phone case issue control volume side phone remove case, 0.5719, 4]]"
B00CXJNAG2,[0.802],[5],"[[case, work]]","[[case work, 0.802, 5]]"
B00D028Q1U,[-0.5574],[1],"[[amp, die, couple, week, keep, go, protection, mode, turn]]","[[amp die couple week keep go protection mode turn, -0.5574, 1]]"
B00D8JP56E,[0.7964],[5],"[[shipment, come, condition, screen, protector]]","[[shipment come condition screen protector, 0.7964, 5]]"
B00DIHP34K,"[0.0, 0.1406, 0.6249, 0.9022, 0.8004]","[5, 5, 5, 5, 3]","[[construct, right, iphone, bulky, sturdy, drop], [case, phone, fit, snug, feel, nice, protection, problem, order, aduro, case, gf, tiny, bit, rugged, tiny, bit, snug, volume, button, center, open, aduro, moona, case, volume, button, open, adura, case, corner, round, well, coverage, moona, decent, case, reason, order, adura], [awesome, product, great, description, thanks], [work, advertise, product], [aaa]]","[[construct right iphone bulky sturdy drop, 0.0, 5], [case phone fit snug feel nice protection problem order aduro case gf tiny bit rugged tiny bit snug volume button center open aduro moona case volume button open adura case corner round well coverage moona decent case reason order adura, 0.1406, 5], [awesome product great description thanks, 0.6249, 5], [work advertise product, 0.9022, 5], [aaa, 0.8004, 3]]"
B00DOPW5L0,"[0.6369, 0.7906]","[5, 5]","[[screen, clean, tool], [screen, cleaner, everit, remove, everything, screengreat, use, eyewear]]","[[screen clean tool, 0.6369, 5], [screen cleaner everit remove everything screengreat use eyewear, 0.7906, 5]]"
B00DS5ZPQI,[-0.5407],[5],"[[trouble, battery, keep, charge, company, offer, refund, ask, refund, get, use, cost, start, need, charge, use, charge, time, work, give, try, batteries, phone, cause, discharge, buy, review, try]]","[[trouble battery keep charge company offer refund ask refund get use cost start need charge use charge time work give try batteries phone cause discharge buy review try, -0.5407, 5]]"
B00DVKORUU,[0.9468],[5],"[[speaker, price, lot, music, musician, see, lot, live, music, thing, bump, room, sound, mini, speaker, clear, high, mids, bass, satisfy, bass, hungry, bass, player, buy]]","[[speaker price lot music musician see lot live music thing bump room sound mini speaker clear high mids bass satisfy bass hungry bass player buy, 0.9468, 5]]"
B00DY2AXQW,[0.6249],[5],"[[work, great]]","[[work great, 0.6249, 5]]"
B00DYCNAFI,"[0.6249, 0.4404]","[5, 5]","[[cant, tell]]","[[cant tell, 0.6249, 5], [, 0.4404, 5]]"
B00DZ8J57S,[0.5719],[5],[[excellent]],"[[excellent, 0.5719, 5]]"
B00EC4HXMS,[0.8519],[5],"[[mobil, work, argentina]]","[[mobil work argentina, 0.8519, 5]]"
B00EHD8J6S,[0.6249],[5],"[[lil, camera, see, lastsbr, pair, cheap, lcd, backup, camera, system, ]]","[[lil camera see lastsbr pair cheap lcd backup camera system , 0.6249, 5]]"
B00F1FO5UA,[0.2732],[4],"[[fit, weight, come, time]]","[[fit weight come time, 0.2732, 4]]"
B00F4QUJ8S,[0.1027],[3],"[[expect, screen, cover, get, seprate, protect, screen]]","[[expect screen cover get seprate protect screen, 0.1027, 3]]"
B00FGG1CGY,[0.7351],[5],"[[item, recommend, anyone]]","[[item recommend anyone, 0.7351, 5]]"
B00FIW1GKS,[0.2732],[5],[[work]],"[[work, 0.2732, 5]]"
B00FZN2HDK,[-0.25],[3],"[[son, drop, land, corner, broke, screen, turn, purple, black, trident, thing, happen, time, fine]]","[[son drop land corner broke screen turn purple black trident thing happen time fine, -0.25, 3]]"
B00G46CSFO,"[0.6352, 0.6369]","[3, 4]","[[case, fit, phone, seem, phone, thicker, side, case, bulge]]","[[case fit phone seem phone thicker side case bulge, 0.6352, 3], [, 0.6369, 4]]"
B00G4GH1S8,[0.6249],[5],[[awesome]],"[[awesome, 0.6249, 5]]"
B00GH4LHEG,[0.5563],[5],[[stylish]],"[[stylish, 0.5563, 5]]"
B00GIVT010,[0.4749],[1],"[[agree, review, case, fit, snug, issue, side, stay, side, stay, side, wrap, phone]]","[[agree review case fit snug issue side stay side stay side wrap phone, 0.4749, 1]]"
B00GK27JXI,[-0.4215],[1],"[[work, time, use, power, device, past, month, usb, cable, plug, connect, phone, smoke, burning, smell, something, description, say, fuse, protection, simple, way, check, fuse]]","[[work time use power device past month usb cable plug connect phone smoke burning smell something description say fuse protection simple way check fuse, -0.4215, 1]]"
B00GOJR4AK,[0.775],[4],"[[week, dog, put, hole, think, quality, cover, sphero, go, pool, cover, terrain, think, cover, improve, thingsbr, br, get, dog, stay]]","[[week dog put hole think quality cover sphero go pool cover terrain think cover improve thingsbr br get dog stay, 0.775, 4]]"
B00GQS72C4,[0.6659],[5],"[[nice, case, hope, prevent, phone, drop]]","[[nice case hope prevent phone drop, 0.6659, 5]]"
B00GS5ANOE,[0.7841],[5],"[[belt, clip]]","[[belt clip, 0.7841, 5]]"
B00GT0MO7M,[0.8912],[4],"[[case, protect, phone, bump, bruise, price, doesnt, snug, back, black, rubber, stand, start, come, use, stand, recommend, look, case]]","[[case protect phone bump bruise price doesnt snug back black rubber stand start come use stand recommend look case, 0.8912, 4]]"
B00GV8007I,[0.0],[3],"[[color, pink]]","[[color pink, 0.0, 3]]"
B00H812TJO,[-0.2755],[3],"[[thing, dont, case, doesnt, screen, protecterother, ilove, case]]","[[thing dont case doesnt screen protecterother ilove case, -0.2755, 3]]"
B00H91GVJ2,[-0.5574],[5],"[[purchase, realize, futile, buying, universal, type, anything, fit, make, phone, wish, buy, sooner, phone, point]]","[[purchase realize futile buying universal type anything fit make phone wish buy sooner phone point, -0.5574, 5]]"
B00H92XGA8,[-0.5984],[4],"[[construction, problem, slide, case, use, phone, hot, weather, difficult, slidebr, result, purchase, case, different, type]]","[[construction problem slide case use phone hot weather difficult slidebr result purchase case different type, -0.5984, 4]]"
B00HRC5JAK,[0.0],[5],"[[cablebr, work]]","[[cablebr work, 0.0, 5]]"
B00ICZGZK4,"[0.7827, 0.0]","[4, 5]","[[nice, convenient, note, iiistrap, seem, far], [luv, bring, cruise]]","[[nice convenient note iiistrap seem far, 0.7827, 4], [luv bring cruise, 0.0, 5]]"
B00IGUUYTI,"[0.8847, 0.0, 0.8313, 0.8519, 0.6369, -0.128, 0.7269, 0.9531, 0.8478, 0.7964, 0.3291, 0.0397, 0.9328, 0.9042, 0.3724, -0.5106, 0.8417, 0.7906, 0.0, -0.1603, 0.7122, 0.6249, 0.0, 0.1406]","[3, 5, 5, 5, 5, 4, 5, 5, 5, 5, 3, 4, 5, 5, 3, 1, 5, 5, 5, 1, 4, 5, 5, 2]","[[waste, money, dont, buy, get, time, work, couple, minute, doesnt, stick, anything, bathroom, sec, wasnt, expect, sound, want, expect, sty, budget, sound, guess, thats, get, pay, buck, dont, bother, worth], [sound, use], [purchase, buy, gift, hit], [im, satisfy, purchase, battery, life, audio, output, know, item, cheap, cost, someone, purchase, something, cheap, expect, term, audio, quality, job, shower, im, hear, output, podcasts, radio, havent, try, phone, call, thoughbr, br, recommend], [cheap, battery, life, sound, greatgood, product, round], [work, hold, charge, seem, forever, lack, volume, problem, speaker, work, well, place, bath, wall, slide, door, sound, rebound, keep, device, water, thats, iphone, speaker], [im, impress, sound, pact, punch, dont, use, shower, use, place, buy, bunch, give, christmas, gift], [gadget, awesome, didnt, notice, purchase, hell, phone, call, shower], [thing, use, shower, house, loud, easy, connect, charge], [item, describe], [loud, hop, work, set, battery, last, time, suction, cup, problem, stick, wall], [work, problem, work, surface, work, phone, thats, star, product], [pain, neck, doesnt, hold, charge, forever, take, shower, dont, use], [work, slip, wall, bought, dollar, product, shower, well, worry, get, phone, water, damage], [cost, difficult, seefeel, button, icon, darkness, morning], [work, device, water, resistant, water, meet, expectation], [product, work, suction, cup, doesnt, hold], [rock, shower], [thing, volume, loud, take, wherever, go, recommend, friend, family, think, purchase, place, home], [shower, speaker, great, price], [use, great, quality, thye, price], [sound, good, lot, doesnt, stick, keep, droop, minute, end, buy, sticker, way], [speaker, great, job], [sound, amplify, use, shower, connect, phone, galaxy, glitch, button, feel, bit, odd, combination, volume, seek, track, button, bit, unfortunate, press, seek, track, button, skip, track, order, change, volume, level, hold, seek, track, button, give, star, wasnt, button, design]]","[[waste money dont buy get time work couple minute doesnt stick anything bathroom sec wasnt expect sound want expect sty budget sound guess thats get pay buck dont bother worth, 0.8847, 3], [sound use, 0.0, 5], [purchase buy gift hit, 0.8313, 5], [im satisfy purchase battery life audio output know item cheap cost someone purchase something cheap expect term audio quality job shower im hear output podcasts radio havent try phone call thoughbr br recommend, 0.8519, 5], [cheap battery life sound greatgood product round, 0.6369, 5], [work hold charge seem forever lack volume problem speaker work well place bath wall slide door sound rebound keep device water thats iphone speaker, -0.128, 4], [im impress sound pact punch dont use shower use place buy bunch give christmas gift, 0.7269, 5], [gadget awesome didnt notice purchase hell phone call shower, 0.9531, 5], [thing use shower house loud easy connect charge, 0.8478, 5], [item describe, 0.7964, 5], [loud hop work set battery last time suction cup problem stick wall, 0.3291, 3], [work problem work surface work phone thats star product, 0.0397, 4], [pain neck doesnt hold charge forever take shower dont use, 0.9328, 5], [work slip wall bought dollar product shower well worry get phone water damage, 0.9042, 5], [cost difficult seefeel button icon darkness morning, 0.3724, 3], [work device water resistant water meet expectation, -0.5106, 1], [product work suction cup doesnt hold, 0.8417, 5], [rock shower, 0.7906, 5], [thing volume loud take wherever go recommend friend family think purchase place home, 0.0, 5], [shower speaker great price, -0.1603, 1], [use great quality thye price, 0.7122, 4], [sound good lot doesnt stick keep droop minute end buy sticker way, 0.6249, 5], [speaker great job, 0.0, 5], [sound amplify use shower connect phone galaxy glitch button feel bit odd combination volume seek track button bit unfortunate press seek track button skip track order change volume level hold seek track button give star wasnt button design, 0.1406, 2]]"
B00IJMVONS,"[0.931, 0.3612]","[5, 3]","[[bit, fat, doesnt, stand, function, slimmer, nonleather, version, card, slot, bill, pocket], [amaze, case, wasnt, kind, guy, use, wallet, case, look, protects, phone, fit, z, perfectlybr, br, sorry, english]]","[[bit fat doesnt stand function slimmer nonleather version card slot bill pocket, 0.931, 5], [amaze case wasnt kind guy use wallet case look protects phone fit z perfectlybr br sorry english, 0.3612, 3]]"
B00IWN7OGA,[0.4754],[5],"[[satisfy, case, fast, delivery]]","[[satisfy case fast delivery, 0.4754, 5]]"
B00J03CXLM,[-0.7601],[3],"[[nice, case, phone, case, bit, phone, fit, case]]","[[nice case phone case bit phone fit case, -0.7601, 3]]"
B00JAZIZYY,"[0.8885, -0.2263, 0.0, 0.7906, 0.0734, 0.0, 0.8784, 0.4404, 0.0, 0.4493]","[5, 4, 1, 5, 1, 5, 5, 5, 1, 2]","[[item, work, get, warranty, time, frame, buyer, beware, read, review, screen, look, brand, rep, think, screen, see, line, lite, took, apart, verify, everything, push, lock, nice, waste, money], [kit, expect, nothing, experience, make, know, youre, damage, device], [screen, work, instal], [apply, work], [purchase, screen, vendor, havent, impress, quality, work, recommend], [screen, work, look, fine, front, separate, week, ownership, sort, adhesive, issue, guess, recommend], [part, need], [work, great, take, brother, minute, put, product], [work], [receive, day, shipping, everything, get, work, take, hour, wasnt, difficult, get, work, week, stop, work, screen, check, everything, done, phone, work, hook, make, call, truck, im, phone, sure, im, go, take, chance, buy]]","[[item work get warranty time frame buyer beware read review screen look brand rep think screen see line lite took apart verify everything push lock nice waste money, 0.8885, 5], [kit expect nothing experience make know youre damage device, -0.2263, 4], [screen work instal, 0.0, 1], [apply work, 0.7906, 5], [purchase screen vendor havent impress quality work recommend, 0.0734, 1], [screen work look fine front separate week ownership sort adhesive issue guess recommend, 0.0, 5], [part need, 0.8784, 5], [work great take brother minute put product, 0.4404, 5], [work, 0.0, 1], [receive day shipping everything get work take hour wasnt difficult get work week stop work screen check everything done phone work hook make call truck im phone sure im go take chance buy, 0.4493, 2]]"
B00JCZ2TZ8,[0.0],[5],[[exellent]],"[[exellent, 0.0, 5]]"
B00JDRTAXO,[0.9279],[4],"[[think, guy, make, fun, holster, n, stuff, super, cool, man, phone, case, equipment, dont, want, picture, bieber, shakira, case, work, awesome]]","[[think guy make fun holster n stuff super cool man phone case equipment dont want picture bieber shakira case work awesome, 0.9279, 4]]"
B00JH88MWY,"[0.6249, 0.9089, 0.4215, -0.4956, 0.7579, 0.743, 0.0, -0.3412, 0.0, 0.6808, 0.6282, 0.9062, 0.6369, 0.7574]","[5, 5, 5, 1, 5, 5, 5, 1, 1, 5, 4, 5, 5, 5]","[[awesome, case, people, see, think, look, average, iphone, case, champion, look, flawless], [value, light, provide, protection], [cover, iphone, ], [case, protection, profile], [look, great, gold, iphone], [super, fast, delivery, quality, amaze, feel, hold, hand], [look, nice, elegant, serve, month, expect, keep, use, get, complement], [band], [nice], [dont, buy, doesnt, provide, protection], [fit, phone, order, case, waste, money, turn, volume, shut, ringer], [nice, price, cant, complain], [protects, phone, look], [lightweight, sleek, female]]","[[awesome case people see think look average iphone case champion look flawless, 0.6249, 5], [value light provide protection, 0.9089, 5], [cover iphone , 0.4215, 5], [case protection profile, -0.4956, 1], [look great gold iphone, 0.7579, 5], [super fast delivery quality amaze feel hold hand, 0.743, 5], [look nice elegant serve month expect keep use get complement, 0.0, 5], [band, -0.3412, 1], [nice, 0.0, 1], [dont buy doesnt provide protection, 0.6808, 5], [fit phone order case waste money turn volume shut ringer, 0.6282, 4], [nice price cant complain, 0.9062, 5], [protects phone look, 0.6369, 5], [lightweight sleek female, 0.7574, 5]]"
B00JKSPVL6,[-0.3252],[4],"[[make, mistake, fit, galaxy]]","[[make mistake fit galaxy, -0.3252, 4]]"
B00JNYCBJ2,[0.296],[3],[[ok]],"[[ok, 0.296, 3]]"
B00JOSNWIQ,"[0.296, 0.8122, 0.5932]","[2, 5, 3]","[[doesnt, stay, ear, walking, talk, need, hold, place, caller, hear, keep, phone, bluetooth, range, work, im, want, upgrade], [use, day, auto, answer, function, dock, sound, quality, good], [work, ok]]","[[doesnt stay ear walking talk need hold place caller hear keep phone bluetooth range work im want upgrade, 0.296, 2], [use day auto answer function dock sound quality good, 0.8122, 5], [work ok, 0.5932, 3]]"
B00JPNYF5O,[-0.3343],[1],"[[work, month, cord, quit, work, week, use, vehicle, use, lot]]","[[work month cord quit work week use vehicle use lot, -0.3343, 1]]"
B00JZTI6MQ,"[0.5719, 0.6249, -0.4782, 0.5719, 0.7717, -0.3612, 0.8481, 0.0, 0.6369, 0.5719]","[5, 5, 3, 5, 5, 5, 5, 3, 5, 5]","[[item], [work, iphone, anymore, work, apple, product], [say, plug, work, intend], [expectation, meet, item, difficult, time, locate], [connecting, phone, car, usb, outlet, eliminate, lot, clutter, work, fine, efficient, ship], [need, charge, phone, time, perfect, length], [excellent], [perfect, length, go, charger], [product, great, service]]","[[item, 0.5719, 5], [work iphone anymore work apple product, 0.6249, 5], [say plug work intend, -0.4782, 3], [expectation meet item difficult time locate, 0.5719, 5], [connecting phone car usb outlet eliminate lot clutter work fine efficient ship, 0.7717, 5], [need charge phone time perfect length, -0.3612, 5], [excellent, 0.8481, 5], [perfect length go charger, 0.0, 3], [product great service, 0.6369, 5], [, 0.5719, 5]]"
B00K1HU2HI,[0.8519],[5],"[[buy, use, photo, booth, wed, shower, work, price]]","[[buy use photo booth wed shower work price, 0.8519, 5]]"
B00K5U6OPA,[-0.3167],[1],"[[color, match, camera, button, cutout, didnt, match]]","[[color match camera button cutout didnt match, -0.3167, 1]]"
B00K5U7DYQ,[0.836],[5],"[[cover, phone, couple, month, look]]","[[cover phone couple month look, 0.836, 5]]"
B00K6OMPW6,"[0.8555, -0.453, -0.6917, -0.5267]","[4, 1, 3, 3]","[[headphone, price, value], [color, come, show, make, doesnt, hold, charge, moment, go, sync, ur, phone, dead, product, work, waste, money, time, product], [dont, happen, item, break, day, purchase, love, hat, fast], [ok, trouble, keep, ear, use, sport, attachment, go, keep, get, loose, sound, isnt, good]]","[[headphone price value, 0.8555, 4], [color come show make doesnt hold charge moment go sync ur phone dead product work waste money time product, -0.453, 1], [dont happen item break day purchase love hat fast, -0.6917, 3], [ok trouble keep ear use sport attachment go keep get loose sound isnt good, -0.5267, 3]]"
B00KCALO80,[0.8979],[5],"[[son, love, case, case, help, protect, phone]]","[[son love case case help protect phone, 0.8979, 5]]"
B00KG1KH24,[0.0],[5],[[excelent]],"[[excelent, 0.0, 5]]"
B00KSMOB1E,[0.5423],[4],"[[product, stop, charge, occasion]]","[[product stop charge occasion, 0.5423, 4]]"
B00L0X3A94,[-0.0202],[1],"[[improve, connection, middle, call, time, call, go, voice, mail, phone, ring]]","[[improve connection middle call time call go voice mail phone ring, -0.0202, 1]]"
B00L5XX1V6,"[0.8481, 0.676, 0.8858, 0.8641]","[5, 4, 5, 5]","[[look, time, case, recommend, anybody, happy, product], [protect, thing, dont, case, doesnt, lay, etc, phone, isnt, either, surprise, screen, protector, great, work, touchscreen], [case, bulky, ir, blaster, work, case, drop, phone, time, concrete, scratch, phone], [fit, un, hand, excelent, cover]]","[[look time case recommend anybody happy product, 0.8481, 5], [protect thing dont case doesnt lay etc phone isnt either surprise screen protector great work touchscreen, 0.676, 4], [case bulky ir blaster work case drop phone time concrete scratch phone, 0.8858, 5], [fit un hand excelent cover, 0.8641, 5]]"
B00L9OVUHI,[0.7579],[5],"[[wish, money, upgrade, sooner, people, talkin, screen, color, jazz, use, lg, product, happy, wont, let]]","[[wish money upgrade sooner people talkin screen color jazz use lg product happy wont let, 0.7579, 5]]"
B00LAFS0EC,"[0.0, 0.7783, 0.7845]","[3, 5, 5]","[[work, buy, convenient, use], [wont, charge, connect, usb], [value, problem, cord, work]]","[[work buy convenient use, 0.0, 3], [wont charge connect usb, 0.7783, 5], [value problem cord work, 0.7845, 5]]"
B00LAIIPDA,[0.8716],[4],"[[nice, case, great, design, hard, case, affording, nice, grip]]","[[nice case great design hard case affording nice grip, 0.8716, 4]]"
B00LF6IU2S,"[-0.5423, -0.2122]","[2, 1]","[[screenfaded, color, unresponsive, cpl, week, start, get, spot], [bring, worth, money, broke, screen, crack, pocket, vega, vacation, leave, use, phone, get, home, screen, broke, drop, distance, carpet, case, screen, protector, dont, waste, money]]","[[screenfaded color unresponsive cpl week start get spot, -0.5423, 2], [bring worth money broke screen crack pocket vega vacation leave use phone get home screen broke drop distance carpet case screen protector dont waste money, -0.2122, 1]]"
