105995656X,[0.6597],[5],"[[issue, productbut, wireless, solution, send, replacement, excellent, customer, service]]","[[issue productbut wireless solution send replacement excellent customer service, 0.6597, 5]]"
B005451050,[0.0869],[4],"[[dont, seem, get, charge, mophie, charger, sure, phone, charger]]","[[dont seem get charge mophie charger sure phone charger, 0.0869, 4]]"
B005CBY13Y,[0.4404],[4],"[[battery, make, phone, thick, design, make, battery, longer, product]]","[[battery make phone thick design make battery longer product, 0.4404, 4]]"
B00604L9BO,"[0.8442, -0.2382, 0.4215]","[5, 3, 5]","[[perfect, fit, install], [nice, item], [return, happends]]","[[perfect fit install, 0.8442, 5], [nice item, -0.2382, 3], [return happends, 0.4215, 5]]"
B006EHO6OE,[-0.4767],[1],"[[receive, item, break, fishbone, piece, thin, make]]","[[receive item break fishbone piece thin make, -0.4767, 1]]"
B006ZATS02,[0.4767],[3],"[[get, buddy, army, get, deployment, last, year, manage, break, drop, worth, year, cell, phone, change, who, say, time, fails, itll, model]]","[[get buddy army get deployment last year manage break drop worth year cell phone change who say time fails itll model, 0.4767, 3]]"
B0072KY4K8,[0.4404],[4],[[price]],"[[price, 0.4404, 4]]"
B0072LGSP6,"[0.7003, 0.4404]","[3, 5]","[[product, good], [sound, good, side, price]]","[[product good, 0.7003, 3], [sound good side price, 0.4404, 5]]"
B0080IZPV8,[0.6705],[4],"[[reason, rat, ship, told, get, lose, quality]]","[[reason rat ship told get lose quality, 0.6705, 4]]"
B008CEL3NO,[0.4215],[4],"[[sister, like]]","[[sister like, 0.4215, 4]]"
B008D7F4F8,[0.6369],[5],[[color]],"[[color, 0.6369, 5]]"
B008KQ30OE,[0.0],[1],[[phone]],"[[phone, 0.0, 1]]"
B0091FZPO6,[0.6697],[5],"[[love, case, style, protect, phone]]","[[love case style protect phone, 0.6697, 5]]"
B009ATWBH2,[-0.5927],[3],"[[work, ok, turn, yellowbrown, color, month]]","[[work ok turn yellowbrown color month, -0.5927, 3]]"
B009OYSIVQ,[0.0],[1],"[[device, doesnt, work, apple, product]]","[[device doesnt work apple product, 0.0, 1]]"
B009RMFL74,[-0.5873],[1],"[[didnt, order, product, havent, sent, thats, star, samsung, case, wasnt, anyways, thank]]","[[didnt order product havent sent thats star samsung case wasnt anyways thank, -0.5873, 1]]"
B009SJ9OQK,"[0.0, 0.4019]","[5, 5]","[[match, description], [use, compliment]]","[[match description, 0.0, 5], [use compliment, 0.4019, 5]]"
B00AAVEUCS,"[0.3612, 0.0]","[4, 1]","[[simple, nook, hd, cover], [nook, hd, cover, rotate, seem, sturdy]]","[[simple nook hd cover, 0.3612, 4], [nook hd cover rotate seem sturdy, 0.0, 1]]"
B00AFYFPAG,[0.0],[3],"[[work, hear, whole, time]]","[[work hear whole time, 0.0, 3]]"
B00ALGOQCQ,"[0.5719, 0.0572]","[5, 3]","[[think, id, miss, emojis, got, phone, school, emojis, apps, add, phone, work, phone, lot, phone, isnt], [excellent, product]]","[[think id miss emojis got phone school emojis apps add phone work phone lot phone isnt, 0.5719, 5], [excellent product, 0.0572, 3]]"
B00APE9GV0,[0.0],[1],"[[work, apple]]","[[work apple, 0.0, 1]]"
B00B3ZZD0S,"[0.5719, 0.4019]","[5, 5]","[[fantastico, make, use, mini, squegie]]","[[fantastico make use mini squegie, 0.5719, 5], [, 0.4019, 5]]"
B00BI3C65K,[0.765],[5],"[[get, work, price]]","[[get work price, 0.765, 5]]"
B00BO2OX7O,[0.8591],[5],"[[product, install, look, glass]]","[[product install look glass, 0.8591, 5]]"
B00CE3IC74,"[0.6124, 0.6486, -0.0258]","[5, 4, 5]","[[wish, ring, nfc, tag, awesome, storage, add, task], [nfc, tag, get, offer, key, chain, use, stick, car, hot, florida, sun], [recommend, work, depict, use, tag, galaxy, apps, call, nfc, tool, nfc, task, tag, nightstand, set, phone, setting, go, sleep, leave, house, darn, cool, technology, know]]","[[wish ring nfc tag awesome storage add task, 0.6124, 5], [nfc tag get offer key chain use stick car hot florida sun, 0.6486, 4], [recommend work depict use tag galaxy apps call nfc tool nfc task tag nightstand set phone setting go sleep leave house darn cool technology know, -0.0258, 5]]"
B00COTUJBA,[0.7147],[5],"[[work, perfect, havent, problem, month, instal]]","[[work perfect havent problem month instal, 0.7147, 5]]"
B00CRATSFE,[0.9566],[4],"[[stylish, need, watch, give, hour, date, perfect, reason, im, give, star, come, scratch, package, idk, handling, butbr, br, yeah, haha]]","[[stylish need watch give hour date perfect reason im give star come scratch package idk handling butbr br yeah haha, 0.9566, 4]]"
B00DGJJNVO,"[0.4404, 0.0, 0.0]","[4, 3, 5]","[[work, part, time], [excelellent]]","[[work part time, 0.4404, 4], [excelellent, 0.0, 3], [, 0.0, 5]]"
B00DMRXO5Q,[-0.5856],[1],"[[happy, put, battery, phone, charge, battery, put, phone, nightstand, bed, use, recharge, hour, result]]","[[happy put battery phone charge battery put phone nightstand bed use recharge hour result, -0.5856, 1]]"
B00DMXGHK4,[0.6369],[5],[[case]],"[[case, 0.6369, 5]]"
B00DRNAT7G,[0.8622],[5],"[[phone, ship, look, brand, work, champ, happy, item]]","[[phone ship look brand work champ happy item, 0.8622, 5]]"
B00DTM35F8,[0.7096],[5],"[[quality, cute]]","[[quality cute, 0.7096, 5]]"
B00DUQ6R9O,[0.2023],[5],[[fine]],"[[fine, 0.2023, 5]]"
B00EB21BO2,"[0.6486, -0.2642, 0.4738, 0.5719, 0.765]","[1, 2, 1, 5, 5]","[[excellent], [order, hope, use, fit], [give, job, buy, try, phone, stuck, stereo, dock, play, love], [work, waste, money, disappoint], [buy, cause, say, allow, hear, music, add, adapter, didnt, work, bummer]]","[[excellent, 0.6486, 1], [order hope use fit, -0.2642, 2], [give job buy try phone stuck stereo dock play love, 0.4738, 1], [work waste money disappoint, 0.5719, 5], [buy cause say allow hear music add adapter didnt work bummer, 0.765, 5]]"
B00ED2OGG0,[0.8201],[5],"[[try, use, phone, nano, sim, phone, pin, take, ordering, part, review, end, order, package, didnt, include, instruction, search, youtube, ive, done, thing, remove, part, nonmetal, pry, tool, work, replace, tray, phone, work]]","[[try use phone nano sim phone pin take ordering part review end order package didnt include instruction search youtube ive done thing remove part nonmetal pry tool work replace tray phone work, 0.8201, 5]]"
B00ED2OQGU,"[0.2023, 0.0, 0.4927]","[5, 4, 5]","[[battery, buck, get, star, come, chewy, pretzel], [work, fine]]","[[battery buck get star come chewy pretzel, 0.2023, 5], [work fine, 0.0, 4], [, 0.4927, 5]]"
B00EE1SY8Q,[0.296],[4],"[[seems, ok, work, phone]]","[[seems ok work phone, 0.296, 4]]"
B00EM8GQOA,"[0.3818, 0.9201, 0.6249]","[4, 5, 5]","[[adhere, screen, rubbing, amazing], [price], [husband, love, feel, work, awesome]]","[[adhere screen rubbing amazing, 0.3818, 4], [price, 0.9201, 5], [husband love feel work awesome, 0.6249, 5]]"
B00F2VX6LM,[0.2023],[5],"[[fine, pen]]","[[fine pen, 0.2023, 5]]"
B00F3J31C2,[0.9623],[5],"[[item, receive, day, expect, work, condition, sticker, deal, reccomend]]","[[item receive day expect work condition sticker deal reccomend, 0.9623, 5]]"
B00G6UH7CM,[0.7717],[5],[[fit]],"[[fit, 0.7717, 5]]"
B00GCFSLK8,"[0.476, -0.2466]","[2, 1]","[[didnt, work, dont, waste, money], [work, month, say, others, news, find, end, cord, bright, light, plug, news, use, bedroom, shine, need, bury, beside, ]]","[[didnt work dont waste money, 0.476, 2], [work month say others news find end cord bright light plug news use bedroom shine need bury beside , -0.2466, 1]]"
B00GG5EYUU,"[0.9513, 0.8107]","[5, 5]","[[use, cord, day, month, work, perfect, iphone, case, cent], [month, problem, plug, allow, play, life, case, cover, smart, phone, keep, mom, happy, lol]]","[[use cord day month work perfect iphone case cent, 0.9513, 5], [month problem plug allow play life case cover smart phone keep mom happy lol, 0.8107, 5]]"
B00GJZ10BI,[-0.6486],[1],"[[clip, break, slide, clip]]","[[clip break slide clip, -0.6486, 1]]"
B00H7WD5G0,"[0.9061, 0.6124, -0.5106, -0.6497, 0.926, 0.0, 0.7428, -0.0274, -0.4767, 0.8316, 0.0, -0.7841, 0.7574, 0.0, 0.7543, 0.9215, 0.8176]","[5, 5, 4, 1, 5, 3, 4, 1, 2, 5, 4, 1, 4, 3, 4, 5, 5]","[[work, great, enjoy, listening, music, phone, kid, kindles, road, trip], [cool, good], [use, item, year, work, sound, great, rav, sound, well, radio, worth, purchase, older, vehicle], [work, fm, transmit, expect, interference, time], [work, want], [transmitter, come, mail, time, describe, work, need, take, case, want, play, dont, buy], [love, great, device], [product, work, want, spend, money, get, replace, older, model, car, take, lot, road, trip, im, cheap, product, dream, sound, awesome, super, simple, use, recommend], [work, arrive, time, use], [transmitter, work, iphone, destroy, audio, jack, whenever, go, headphone, hear, anything, recommend, product, cost, phone], [price, work, excellent], [charger, month, wont, hold, charge, charger, hold, need], [awesome, work], [say, price], [poor, quality, work, time], [disappoint, product, buy, product, twice, time, break, week, use, break], [product, star, cant, use, phone, case, plug, phone, case, doesnt, get, proper, connection, pain, keep, take, case, use, product]]","[[work great enjoy listening music phone kid kindles road trip, 0.9061, 5], [cool good, 0.6124, 5], [use item year work sound great rav sound well radio worth purchase older vehicle, -0.5106, 4], [work fm transmit expect interference time, -0.6497, 1], [work want, 0.926, 5], [transmitter come mail time describe work need take case want play dont buy, 0.0, 3], [love great device, 0.7428, 4], [product work want spend money get replace older model car take lot road trip im cheap product dream sound awesome super simple use recommend, -0.0274, 1], [work arrive time use, -0.4767, 2], [transmitter work iphone destroy audio jack whenever go headphone hear anything recommend product cost phone, 0.8316, 5], [price work excellent, 0.0, 4], [charger month wont hold charge charger hold need, -0.7841, 1], [awesome work, 0.7574, 4], [say price, 0.0, 3], [poor quality work time, 0.7543, 4], [disappoint product buy product twice time break week use break, 0.9215, 5], [product star cant use phone case plug phone case doesnt get proper connection pain keep take case use product, 0.8176, 5]]"
B00HIAOAMO,[0.7902],[5],"[[buy, case, year, granddaughter, love]]","[[buy case year granddaughter love, 0.7902, 5]]"
B00HIATW04,"[0.796, -0.1531, 0.9022, 0.8357, 0.4404, 0.9286, 0.8402, 0.6369, 0.9434, 0.0, -0.6818, -0.4215, 0.8316, 0.3612, 0.2263, 0.8807, -0.4215, 0.0, 0.4404, 0.836, 0.6369, 0.9287, -0.0276, 0.8126, -0.25, 0.8979, 0.6369, 0.8122, 0.7906, 0.34, -0.5121, 0.701, 0.8271, 0.5719, 0.4404, 0.8591, 0.8945, 0.886]","[4, 3, 5, 5, 5, 5, 5, 4, 5, 5, 1, 3, 5, 5, 2, 5, 1, 1, 4, 5, 5, 5, 2, 4, 4, 5, 5, 4, 5, 5, 3, 5, 5, 1, 5, 5, 5, 4]","[[product, month, say, purchase, make, love, build, usn, port, charge, ipodphonegps, lustenig, admit, bit, stutter, work], [device, receive, broke, week, use, order, device, seem, ok, hasnt, see, happens, finger, cross], [travel, work, recommend, awesome], [didnt, work, take, fuse, put, come], [love, work, bought, older, vehicle, usb, iphone, plug, us, play, iphone, car, stereo], [work, advertise, people, mention, twist, get, power], [transmitter, receive, work, month, replacement, transmitter, sent, work], [fm, transmitter, iclever, universal, wireless, fmworks, wish, stronger], [cause, lot, phone, charger, connect], [transmitter, work, consider, price, audio, crisp, radio, dont, expect, audiophile, audio, transmitter, channel, select, channel, transmitter, limit, somewhat, difficult, read, nonlit, portion, see, make, ideal, glance, wire, feel, cheap, complain, aboutbr, br, overall, recommend, anyone, need, quick, solution, aux, port, stereo], [update, review, fm, transmitter, love, use, adapter, tire, purchase, review, shock, sound, use, try, station, find, station, im, use, adapter, know, cant, live, crystal, clear, im, sure, didnt, work, contact, manufacturer, base, review, ask, try, product, see, make, difference, impress, customer, servicethey, come, didnt, complain, receive, unit, yesterday, experiencenice, clear, transmission, impress, company, care, experience, expense, give, experience, do], [handy, device, teenager, go, school, trip, amaze, pas, audio, cord, driver, pop, anybodys, radio, dont, aux, car, radio, option], [broke, day, receive], [thing, work, sooooo, use, surprise], [work, realize, area, airwave, try, use, thing, make, sure, station, buy, else, youll, end, staticky, mess], [product, use, sound, buy], [didnt, port, dont, get], [product], [use, work, sound], [work, great, car, clean, sound, ipod], [work, mazda, rx], [work, work, play, music, drive, city], [transmitter, excellent, customer, servicebr, im, satisfy, customer], [keep, car, use, frequentlybr, br, make, work], [make, lot, broke, couple, week], [older, car, aux, port, bluetooth, listen, phone, car], [radio, amp, break, dont, pick, radio, station, ten, mile, fm, transmitter, come, listen, music, android, phone], [sort, work, teeny, tiny, button, get, set, fm, station, sound, seem, listen, im, thrill, quality], [product, work, connect, car, phone, device, music, tune, fm, station, car, radio, play, music, want, easy, use], [work, great, thanks], [lot, clear, station], [product, love, red, cord, help, locate, lol], [ok, week, last, got, radio, instal, went], [work, great, car, ia, super, easy, use], [aux, jack, broke, car, buy, transmitter, replacement, amaze, radio, station, dont, recieve, sound, great, buy, need], [bargain, work, doesnt]]","[[product month say purchase make love build usn port charge ipodphonegps lustenig admit bit stutter work, 0.796, 4], [device receive broke week use order device seem ok hasnt see happens finger cross, -0.1531, 3], [travel work recommend awesome, 0.9022, 5], [didnt work take fuse put come, 0.8357, 5], [love work bought older vehicle usb iphone plug us play iphone car stereo, 0.4404, 5], [work advertise people mention twist get power, 0.9286, 5], [transmitter receive work month replacement transmitter sent work, 0.8402, 5], [fm transmitter iclever universal wireless fmworks wish stronger, 0.6369, 4], [cause lot phone charger connect, 0.9434, 5], [transmitter work consider price audio crisp radio dont expect audiophile audio transmitter channel select channel transmitter limit somewhat difficult read nonlit portion see make ideal glance wire feel cheap complain aboutbr br overall recommend anyone need quick solution aux port stereo, 0.0, 5], [update review fm transmitter love use adapter tire purchase review shock sound use try station find station im use adapter know cant live crystal clear im sure didnt work contact manufacturer base review ask try product see make difference impress customer servicethey come didnt complain receive unit yesterday experiencenice clear transmission impress company care experience expense give experience do, -0.6818, 1], [handy device teenager go school trip amaze pas audio cord driver pop anybodys radio dont aux car radio option, -0.4215, 3], [broke day receive, 0.8316, 5], [thing work sooooo use surprise, 0.3612, 5], [work realize area airwave try use thing make sure station buy else youll end staticky mess, 0.2263, 2], [product use sound buy, 0.8807, 5], [didnt port dont get, -0.4215, 1], [product, 0.0, 1], [use work sound, 0.4404, 4], [work great car clean sound ipod, 0.836, 5], [work mazda rx, 0.6369, 5], [work work play music drive city, 0.9287, 5], [transmitter excellent customer servicebr im satisfy customer, -0.0276, 2], [keep car use frequentlybr br make work, 0.8126, 4], [make lot broke couple week, -0.25, 4], [older car aux port bluetooth listen phone car, 0.8979, 5], [radio amp break dont pick radio station ten mile fm transmitter come listen music android phone, 0.6369, 5], [sort work teeny tiny button get set fm station sound seem listen im thrill quality, 0.8122, 4], [product work connect car phone device music tune fm station car radio play music want easy use, 0.7906, 5], [work great thanks, 0.34, 5], [lot clear station, -0.5121, 3], [product love red cord help locate lol, 0.701, 5], [ok week last got radio instal went, 0.8271, 5], [work great car ia super easy use, 0.5719, 1], [aux jack broke car buy transmitter replacement amaze radio station dont recieve sound great buy need, 0.4404, 5], [bargain work doesnt, 0.8591, 5], [, 0.8945, 5], [, 0.886, 4]]"
B00HIW1E4Y,"[0.0, 0.6249, 0.5719, 0.8176, 0.7902, 0.5994, -0.6708, 0.9456, 0.6249, -0.9683]","[5, 5, 5, 5, 5, 4, 2, 5, 5, 3]","[[poor, quality, headphone, volume, way, anything, recommend], [surprise, etekcity, roverbeats, headset, speaker, sound, ok, meant, quality, price, microphone, sound, skype, game, us, mm, plugsone, audio, microphone, there, audio, volume, control, headset, side, microphonebr, br, recommend, roverbeats, headset], [buy, syba, sdcmuaud, usb, stereo, sound, thing, use, laptop, sound, good, end, earpiece, get, hour, sooner, glass, price], [lightweight, sound, quality, wonderful], [decent, headset, price], [quality, get, year, youtube, video, there, lot, room, grow], [surprise, quality, reading, review, im, get, use, help, feel, step, broke, volume, dial, convenient, make, cheap, fear, break, spin, turn, volume, bend, inch, force, odd, angle, side, face, doesnt, hug, ear, id, sound, quality, less, use, cheap, get, replacement], [audio, record, quality, excellent, purchase, price, find, cord, quality, par, item, build, price, surprise, audio, quality, loud, taste, regardless, think, item, deserves, star], [wife, pick, language, software, sound, good, music, gamingbr, br, microphone, responsive, distortingbr, br, good, fit, prolong, use, get, bit, warm, ear, unit, fault, cushion, ear, happen, something, people, dont, think]]","[[poor quality headphone volume way anything recommend, 0.0, 5], [surprise etekcity roverbeats headset speaker sound ok meant quality price microphone sound skype game us mm plugsone audio microphone there audio volume control headset side microphonebr br recommend roverbeats headset, 0.6249, 5], [buy syba sdcmuaud usb stereo sound thing use laptop sound good end earpiece get hour sooner glass price, 0.5719, 5], [lightweight sound quality wonderful, 0.8176, 5], [decent headset price, 0.7902, 5], [quality get year youtube video there lot room grow, 0.5994, 4], [surprise quality reading review im get use help feel step broke volume dial convenient make cheap fear break spin turn volume bend inch force odd angle side face doesnt hug ear id sound quality less use cheap get replacement, -0.6708, 2], [audio record quality excellent purchase price find cord quality par item build price surprise audio quality loud taste regardless think item deserves star, 0.9456, 5], [wife pick language software sound good music gamingbr br microphone responsive distortingbr br good fit prolong use get bit warm ear unit fault cushion ear happen something people dont think, 0.6249, 5], [, -0.9683, 3]]"
B00IN5OQ1I,[0.0],[3],"[[serf, purpose]]","[[serf purpose, 0.0, 3]]"
B00IWVOZJQ,[0.0],[4],[[expect]],"[[expect, 0.0, 4]]"
B00IZLS364,[0.4215],[3],"[[okay, product, worth, price]]","[[okay product worth price, 0.4215, 3]]"
B00J9TBRKU,[0.7906],[5],"[[awesome, case, arrive, timing]]","[[awesome case arrive timing, 0.7906, 5]]"
B00JF8FMOM,"[0.9858, 0.9184]","[5, 5]","[[ex, husband, phone, mother, iphone, hat, iphone, love, samsung, galaxy, note, shes, find, apple, product, nonintuitive, hour, instruction, samsung, note, operating, tv, uber, app, set, tv, channel, guide, learn, screen, mirroring, lesson, ill, show, touch, phone, mine, share, photo, ive, lot, phone, hand, phone, ive, own, watch, netflix, gym, im, treadmill, verizon, tell, find, amazon, theyve, gone, newer, model, bit, there, reason, model, use, phone, europe, go, plan, verizon, month, europe, switch, sim, card, work, switch, sims, do, sure, alway, buy, unlock, phone, need, work, carrier, sustem, case, buy, v, v, verizon], [thank, fast, ship, note, nbr, youre, sellerwith, trust]]","[[ex husband phone mother iphone hat iphone love samsung galaxy note shes find apple product nonintuitive hour instruction samsung note operating tv uber app set tv channel guide learn screen mirroring lesson ill show touch phone mine share photo ive lot phone hand phone ive own watch netflix gym im treadmill verizon tell find amazon theyve gone newer model bit there reason model use phone europe go plan verizon month europe switch sim card work switch sims do sure alway buy unlock phone need work carrier sustem case buy v v verizon, 0.9858, 5], [thank fast ship note nbr youre sellerwith trust, 0.9184, 5]]"
B00JGF9S8K,"[0.4173, 0.296]","[3, 3]","[[ok], [phone, protector, tight, kind, phone, protector]]","[[ok, 0.4173, 3], [phone protector tight kind phone protector, 0.296, 3]]"
B00JH87X3S,"[0.0, 0.7184, 0.0]","[3, 5, 4]","[[cover, worth, money], [device, self, doesnt, screen], [pricy]]","[[cover worth money, 0.0, 3], [device self doesnt screen, 0.7184, 5], [pricy, 0.0, 4]]"
B00JH88K3K,"[0.8074, 0.9346]","[5, 3]","[[year, work, fine, star, hold, credit, card, total, card, license, credit, card, seem, manufacturer, slim, inside, rail, bit, fit, cardbr, br, see, gen, version, listen, spigen, robust, slide, feel, cah, slide, underneath, case, allow, cut, wallet, year], [case, make, price]]","[[year work fine star hold credit card total card license credit card seem manufacturer slim inside rail bit fit cardbr br see gen version listen spigen robust slide feel cah slide underneath case allow cut wallet year, 0.8074, 5], [case make price, 0.9346, 3]]"
B00JLVNF2O,"[0.6369, 0.984, 0.5423, 0.5719, 0.0258, -0.2144, -0.8623, 0.9186, 0.8519, -0.5095, 0.0387, 0.1531, -0.1761, 0.9822]","[4, 5, 2, 5, 4, 4, 1, 5, 5, 2, 3, 2, 1, 5]","[[voice, quality, good, comfortability, alright, clear, ear, piece, tad, plantronics, product, connectivity, poor, bluetooths, suppose, drop, reconnect, phone, reach, day, toss, business, liability], [uk, english, accent, understand], [purchase, month, end, piece, control, function, broke, result, use, charging, plantronics, product, quality, well, disappoint, spent], [edge, bluetooth, ear, attachment, hour, configuration, way, fit, sensor, keep, drop, call, transfer, voice, use, say, phone, connect, sound, miss, chromosome, irritate, hour, battery, recommend, bluetooth, anyone], [headset, sound, great, folk, side, whilst, drivingbr, great, fit, battery, life, case, add, bonus, carrying, earpiece, backpack, charge, headset, go, build, battery, keep, charge, headset, whilst, usebr, use, longer, conference, call, drive, work], [unit], [work, great, bit], [perfect, everything, say, hour, talk, time, use, business, day], [fit, matter, adapter, use, fit, sloppy, work, quality], [dont, understand, headset, disconnect, phone, number, call, connects, headset, disconnect], [multiple, device], [excellent, product, fast, ship], [work, ok, reason, select, model, locator, feature, volume, heard, couple, foot, see, always, connect, phone, requires, turn, headset, offon, couple, time, quality, reliability, come, expect, plantronics, rd, plantronics, headset, last], [bluetooth, performs, fit, comfort, exceed, expectation, category, bluetooth, come, bud, medium, take, minute, get, putting, bud, take, bluetooth, experiment, find, wedge, seem, expect, stay, product, design, sit, ear, need, put, cork, fit, facing, leave, day, discomfort, bud, pliablebr, rangeexcellent, leave, phone, plug, walk, outdoorsbr, sound, quality, good, use, listen, book, bud, headset, musicbr, battery, recharge, easy, recharge, charge, station, recharge, last, hour, take, minutesbr, bell, whistle, plantronics, work, voice, command, announces, caller, name, contactsbr, recommend, fall, ear, need, sit]]","[[voice quality good comfortability alright clear ear piece tad plantronics product connectivity poor bluetooths suppose drop reconnect phone reach day toss business liability, 0.6369, 4], [uk english accent understand, 0.984, 5], [purchase month end piece control function broke result use charging plantronics product quality well disappoint spent, 0.5423, 2], [edge bluetooth ear attachment hour configuration way fit sensor keep drop call transfer voice use say phone connect sound miss chromosome irritate hour battery recommend bluetooth anyone, 0.5719, 5], [headset sound great folk side whilst drivingbr great fit battery life case add bonus carrying earpiece backpack charge headset go build battery keep charge headset whilst usebr use longer conference call drive work, 0.0258, 4], [unit, -0.2144, 4], [work great bit, -0.8623, 1], [perfect everything say hour talk time use business day, 0.9186, 5], [fit matter adapter use fit sloppy work quality, 0.8519, 5], [dont understand headset disconnect phone number call connects headset disconnect, -0.5095, 2], [multiple device, 0.0387, 3], [excellent product fast ship, 0.1531, 2], [work ok reason select model locator feature volume heard couple foot see always connect phone requires turn headset offon couple time quality reliability come expect plantronics rd plantronics headset last, -0.1761, 1], [bluetooth performs fit comfort exceed expectation category bluetooth come bud medium take minute get putting bud take bluetooth experiment find wedge seem expect stay product design sit ear need put cork fit facing leave day discomfort bud pliablebr rangeexcellent leave phone plug walk outdoorsbr sound quality good use listen book bud headset musicbr battery recharge easy recharge charge station recharge last hour take minutesbr bell whistle plantronics work voice command announces caller name contactsbr recommend fall ear need sit, 0.9822, 5]]"
B00JM9ASSY,"[0.6369, 0.0, 0.6249, 0.9042, -0.6908, 0.9062]","[5, 5, 5, 5, 1, 5]","[[want], [money, case, hop, hold, didnt, year, belt, clip, broke, time, tellbr, love, kickstand], [buy, husband, drop, phone, fit, belt, loop, stay, hook, take, thebhip, holster, protect, kick, stand, work], [case, get, year], [product, crack, broke, couple, week], [expect]]","[[want, 0.6369, 5], [money case hop hold didnt year belt clip broke time tellbr love kickstand, 0.0, 5], [buy husband drop phone fit belt loop stay hook take thebhip holster protect kick stand work, 0.6249, 5], [case get year, 0.9042, 5], [product crack broke couple week, -0.6908, 1], [expect, 0.9062, 5]]"
B00K02V2A0,"[0.6425, 0.7717, 0.7943, 0.4678]","[5, 5, 5, 5]","[[case, feel, lip, cover, chrome, edge, phone, nice, mine, chip, matte, black, bumper, nice, super, raise], [case, market, slim, protect, corner, drop], [combination, slim, sleek, retain, excellent, drop, protection], [find, case, fit, provide, protection, bit, thin, side, point, design]]","[[case feel lip cover chrome edge phone nice mine chip matte black bumper nice super raise, 0.6425, 5], [case market slim protect corner drop, 0.7717, 5], [combination slim sleek retain excellent drop protection, 0.7943, 5], [find case fit provide protection bit thin side point design, 0.4678, 5]]"
B00K0TKRKE,[0.9857],[1],"[[love, love, lookgot, lot, compliment, live, crease, area, love, wish, get, usecause, take, care, stuff, nothing, save]]","[[love love lookgot lot compliment live crease area love wish get usecause take care stuff nothing save, 0.9857, 1]]"
B00K2PMA1A,[0.9382],[5],"[[phone, case, great, price, protects, phone, look]]","[[phone case great price protects phone look, 0.9382, 5]]"
B00KSR0636,[0.4557],[5],"[[sticker, perfect, size, peel, expect, spill, juice, sticker, nightstand, function]]","[[sticker perfect size peel expect spill juice sticker nightstand function, 0.4557, 5]]"
B00KX58KCC,[0.4767],[3],"[[improvement, oem, battery, battery, suppose, bigger, battery]]","[[improvement oem battery battery suppose bigger battery, 0.4767, 3]]"
