B00022OBO2,"[0.2006, 0.648, 0.8122]","[5, 3, 5]","[[price, speaker, get, please], [speaker, replace, volvo, v, dont, see, say, watt, speaker, cheap, please], [price, pay, satisfy, need, replace, broken, one, miata, work, fine]]","[[price speaker get please, 0.2006, 5], [speaker replace volvo v dont see say watt speaker cheap please, 0.648, 3], [price pay satisfy need replace broken one miata work fine, 0.8122, 5]]"
B0003MLSME,[0.8957],[5],"[[product, fit, speaker, require, hole, drill, mount, car, expect]]","[[product fit speaker require hole drill mount car expect, 0.8957, 5]]"
B000LY25FI,[0.9494],[4],"[[order, boost, way, split, tv, run, hook, split, channel, jump, ota, get, outdoor, antenna, chose, use, smaller, antenna, place, window, point, direction, signal, get, everything, area, device, boost, db, others, say, restating, device, amplifies, reception, exist, strength, increase, signal, detection, good, product, warrant, year]]","[[order boost way split tv run hook split channel jump ota get outdoor antenna chose use smaller antenna place window point direction signal get everything area device boost db others say restating device amplifies reception exist strength increase signal detection good product warrant year, 0.9494, 4]]"
B000WKQ8LS,"[0.5994, -0.2755]","[1, 1]","[[didnt, work, purchase, use, credit, card, reader, phone, case, reader, seat, plug, phone, recognize, something, headphone, jack, program, use, credit, card, didnt, recognize, connect, remove, case, try, reader, work, fine, use, adapter], [rubber, part, way, thick, want, use, extend, batteryand, doesnt, fit]]","[[didnt work purchase use credit card reader phone case reader seat plug phone recognize something headphone jack program use credit card didnt recognize connect remove case try reader work fine use adapter, 0.5994, 1], [rubber part way thick want use extend batteryand doesnt fit, -0.2755, 1]]"
B0015A8ND0,[0.2023],[5],"[[work, fine, beat, price]]","[[work fine beat price, 0.2023, 5]]"
B001764OQC,[-0.296],[5],[[issue]],"[[issue, -0.296, 5]]"
B00176877E,[-0.296],[5],[[issue]],"[[issue, -0.296, 5]]"
B001TY1ZQE,[0.3252],[1],"[[work, minute, junk, waste, money]]","[[work minute junk waste money, 0.3252, 1]]"
B0025QQMIG,"[0.6249, 0.0]","[4, 4]","[[piece, merchandise], [chreep]]","[[piece merchandise, 0.6249, 4], [chreep, 0.0, 4]]"
B002UFG74G,"[0.8096, 0.3612, 0.6249, 0.7425, 0.4404, 0.8555]","[5, 5, 5, 4, 5, 5]","[[please, motorola, battery, cell, phone, happy, buy], [arrive, time, expect, thank], [thanks, god, bless], [phone], [fit, phone, work, charm]]","[[please motorola battery cell phone happy buy, 0.8096, 5], [arrive time expect thank, 0.3612, 5], [thanks god bless, 0.6249, 5], [phone, 0.7425, 4], [fit phone work charm, 0.4404, 5], [, 0.8555, 5]]"
B0032FOKX8,[0.7964],[4],"[[amplifier, rating, rat, blow, bos, max, get, kicker, wire, ohm, hit]]","[[amplifier rating rat blow bos max get kicker wire ohm hit, 0.7964, 4]]"
B003DPPYKK,[0.4404],[4],"[[handy, vehicle, aux, capability, make, skip, song, take, eye, road]]","[[handy vehicle aux capability make skip song take eye road, 0.4404, 4]]"
B003JJ4I5M,[0.5164],[2],"[[product, please, buy, want, somthing, hear, thing, look, hold, glass, speaker, worth, nada]]","[[product please buy want somthing hear thing look hold glass speaker worth nada, 0.5164, 2]]"
B003N6ZKX0,[0.6124],[5],"[[nice, detail, install, complaint]]","[[nice detail install complaint, 0.6124, 5]]"
B003VS2U06,[0.296],[5],[[ok]],"[[ok, 0.296, 5]]"
B0042J6VUS,"[0.0, 0.0, 0.0854]","[5, 1, 1]","[[garbage, pull, note, broke, piece, spring, shot, air, import, crap, dont, waste, money, phone, holder, davoice, well, quality], [absolute, garbage, cheap, flimsy, doesnt, hold, iphone, advertise], [expect]]","[[garbage pull note broke piece spring shot air import crap dont waste money phone holder davoice well quality, 0.0, 5], [absolute garbage cheap flimsy doesnt hold iphone advertise, 0.0, 1], [expect, 0.0854, 1]]"
B0044FUQJW,[0.0],[2],"[[work, ancient, tape, deck]]","[[work ancient tape deck, 0.0, 2]]"
B004DE0GZS,[0.2023],[5],"[[item, represent, work, fine]]","[[item represent work fine, 0.2023, 5]]"
B005N6ZAT2,[0.6249],[5],[[product]],"[[product, 0.6249, 5]]"
B0064C7B4Q,[0.2023],[4],[[fine]],"[[fine, 0.2023, 4]]"
B006H1FW68,[-0.2755],[2],"[[didnt, material]]","[[didnt material, -0.2755, 2]]"
B006RXP6NU,[-0.2755],[1],"[[phone, slip, case, sturdy, recommend, im, throw]]","[[phone slip case sturdy recommend im throw, -0.2755, 1]]"
