9713449983,[-0.2263],[1],"[[stop, work, week]]","[[stop work week, -0.2263, 1]]"
B004SBBD8U,"[0.0, 0.765, 0.4404, 0.5586, -0.4767, 0.4404, -0.2263, 0.2732, 0.0, -0.34, 0.5719, 0.7964, 0.1779, 0.4878, 0.6249, 0.8122, 0.2732, 0.0, 0.0772, 0.1779, 0.6369, -0.7227, 0.875, 0.9184, 0.8063, 0.8519, -0.2755, -0.2263, 0.1164]","[5, 5, 5, 5, 1, 5, 1, 5, 1, 1, 5, 3, 5, 4, 4, 5, 5, 1, 5, 5, 5, 3, 5, 5, 5, 5, 2, 1, 1]","[[work, couple, month, stop, charge, ipad, guess, loose, top], [work, good, ipad, older, model, cord, get, worn], [work], [doesnt, break, tangle], [work], [doesnt, fit, iphone, case], [excellent, strain, relief], [perfect, iphone, ], [purchase, cord, week, stop, function, st, day, test, ipads], [week, doesnt, work, anymore], [work, advertise], [item, wasnt, wought, buy, ], [sturdy, work], [cord, come, wore], [work, color, compare, apple], [charger, ive, buy, apple, charger, ive, month, work, problem, doesnt, usb, adaptor, apple], [receive, stop, work, yesterday, august, ], [need, charge, product, fulfil, need, work, charm, longer, sit, wall, plug, flimsy, manufacturer, reinforce, usb, male, joint, please, recommend], [streak, bad, luck, iphone, charger, give, buy, month, ipod, upgrade, surprise, get, use, cable, split, fall, apart, stop, work, last, use, today, hadnt, upgrade, device], [quality, product], [price, replacement, cord, complaint, metal, part, adapter, bend, take, work, make, sure, ipad, charge], [fit, life, case, buy, use, iphone, wound, fit, case, use, ipod, switch, cord, quality, price], [cord], [work, month, cord, broke, stop, charge], [purchase, impress, sturdy, construction, work, iphone, family, gotten, newer, iproducts, use, pin, like, purchase, use, room, month, laterbr, br, sad, say, working, month, cord, isnt, fray, break, stop, work], [cord, hand, replace, phone, ipod, cord, type, cord, last, doesnt, rip, top, cord], [charge, ipad, im, sure, better, find], [buy, amazon, basic, cord]]","[[work couple month stop charge ipad guess loose top, 0.0, 5], [work good ipad older model cord get worn, 0.765, 5], [work, 0.4404, 5], [doesnt break tangle, 0.5586, 5], [work, -0.4767, 1], [doesnt fit iphone case, 0.4404, 5], [excellent strain relief, -0.2263, 1], [perfect iphone , 0.2732, 5], [purchase cord week stop function st day test ipads, 0.0, 1], [week doesnt work anymore, -0.34, 1], [work advertise, 0.5719, 5], [item wasnt wought buy , 0.7964, 3], [sturdy work, 0.1779, 5], [cord come wore, 0.4878, 4], [work color compare apple, 0.6249, 4], [charger ive buy apple charger ive month work problem doesnt usb adaptor apple, 0.8122, 5], [receive stop work yesterday august , 0.2732, 5], [need charge product fulfil need work charm longer sit wall plug flimsy manufacturer reinforce usb male joint please recommend, 0.0, 1], [streak bad luck iphone charger give buy month ipod upgrade surprise get use cable split fall apart stop work last use today hadnt upgrade device, 0.0772, 5], [quality product, 0.1779, 5], [price replacement cord complaint metal part adapter bend take work make sure ipad charge, 0.6369, 5], [fit life case buy use iphone wound fit case use ipod switch cord quality price, -0.7227, 3], [cord, 0.875, 5], [work month cord broke stop charge, 0.9184, 5], [purchase impress sturdy construction work iphone family gotten newer iproducts use pin like purchase use room month laterbr br sad say working month cord isnt fray break stop work, 0.8063, 5], [cord hand replace phone ipod cord type cord last doesnt rip top cord, 0.8519, 5], [charge ipad im sure better find, -0.2755, 2], [buy amazon basic cord, -0.2263, 1], [, 0.1164, 1]]"
B004X63M48,[0.1494],[5],"[[decent, box, wouldnt, fit, trunk, course, fault, there, thick, construction, build]]","[[decent box wouldnt fit trunk course fault there thick construction build, 0.1494, 5]]"
B005J29XT8,[0.5719],[5],"[[excellent, quality, describe]]","[[excellent quality describe, 0.5719, 5]]"
B005NLNVJ8,"[0.0, 0.8834]","[4, 5]","[[ship, product, function, describe], [work, champ, save, year, htc, evo, charge, port, failedno, problemjust, charge, battery, put, year]]","[[ship product function describe, 0.0, 4], [work champ save year htc evo charge port failedno problemjust charge battery put year, 0.8834, 5]]"
B005VU1D4Q,[0.0],[4],[[advertise]],"[[advertise, 0.0, 4]]"
B006II5CRY,[0.6249],[5],[[case]],"[[case, 0.6249, 5]]"
B007Y8TP52,"[0.836, 0.9508, 0.6249, 0.8435, -0.2755, -0.1585, 0.8658, 0.4404, -0.7178, -0.3484]","[4, 3, 5, 4, 1, 3, 5, 2, 1, 3]","[[instal, replacement, screen, day, install, pretty, wouldnt, take, kit, product, phone, operate, fine, deal, crack, displaybr, br, downside, screen, quality, dont, know, review, say, screen, quality, display, imo, good, view, angle, poor, compare, oem, display, isnt, bright, light, bleed, place, color, arent, black, arent, deep, etc, cant, complain, price, state, people, know, get], [work, great], [screen, screen, resolution, lack, viewing, screen, angle, get, horrendous, glare, look, privacy, screen], [screen, kind, cheap, broke, thumb, index, finger, grab, pocket, im, stronghands, surprise, heard, snap], [fit, verizon, iphone], [recieved, kit, screen, break, im, upset, take, week, come, use], [product], [cheap, replacement, come, surprise, find, need, thanks], [tool, break, frustrate, phone, tool, break], [work, must, patience, good, eyesight, clean, organize, workspace]]","[[instal replacement screen day install pretty wouldnt take kit product phone operate fine deal crack displaybr br downside screen quality dont know review say screen quality display imo good view angle poor compare oem display isnt bright light bleed place color arent black arent deep etc cant complain price state people know get, 0.836, 4], [work great, 0.9508, 3], [screen screen resolution lack viewing screen angle get horrendous glare look privacy screen, 0.6249, 5], [screen kind cheap broke thumb index finger grab pocket im stronghands surprise heard snap, 0.8435, 4], [fit verizon iphone, -0.2755, 1], [recieved kit screen break im upset take week come use, -0.1585, 3], [product, 0.8658, 5], [cheap replacement come surprise find need thanks, 0.4404, 2], [tool break frustrate phone tool break, -0.7178, 1], [work must patience good eyesight clean organize workspace, -0.3484, 3]]"
B0085HOM4K,"[0.5719, -0.2323]","[5, 2]","[[excellent, bluetooth, transciever, beautifull, sound, headphone], [audio, start, drop, way, get, stable, recycle, power, bluetooth, headset, dont, problem, transmit, bluetooth, device, computer]]","[[excellent bluetooth transciever beautifull sound headphone, 0.5719, 5], [audio start drop way get stable recycle power bluetooth headset dont problem transmit bluetooth device computer, -0.2323, 2]]"
B00892Z33K,[0.8942],[3],"[[newer, lg, optimus, doesnt, fit, phone, perfect, didnt, cost, make, sending, measurement, advertisement, buy]]","[[newer lg optimus doesnt fit phone perfect didnt cost make sending measurement advertisement buy, 0.8942, 3]]"
B0089VO7OM,"[0.6249, 0.765, 0.3612, 0.296, 0.0, 0.4404, 0.8679, 0.4404, 0.4404, 0.0, -0.4939, -0.2263, 0.1511, -0.8227, 0.5878, -0.4588, 0.0, 0.7003, 0.7764, 0.6249, 0.6249, 0.0, -0.296, 0.4404, 0.3612, 0.765, 0.6369, 0.4404, -0.2411, 0.6213, 0.0, 0.3612, 0.0, 0.0, 0.5719, 0.4404, 0.5719, 0.4404, 0.7906, 0.0, 0.0, 0.3089, 0.0, 0.4939, -0.3919, 0.4209, 0.6249]","[5, 5, 5, 3, 5, 4, 5, 4, 3, 5, 1, 2, 1, 1, 5, 1, 5, 3, 4, 5, 5, 5, 1, 5, 5, 5, 5, 5, 2, 5, 4, 4, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 4, 2, 5]","[[perfect], [concern, come, wrap, box, appear, samsung, battery, work, receive, phone, difference, label, battery, country, origin, yes, make, wonder, say, receive, work, come, galaxy, use, nfc, anything, confirm, aspect, work], [instal, battery, samsung, g, phone, work, find, dealer, examine, battery, claim, refurb, buy, battery, phone, work, cheap, battery, amazon, get, pay], [excellent, product], [work, great, keep, buying, phone], [product, thank], [battery, problem, samsung, update, software, buy, samsung, phone], [expect], [stop, hold, battery, week], [overcharge, old, battery, last, longer], [receive, battery, charge, store, lithium, ion, assume, sat, shelf, yearsbr, br, take, charge, work, okay, well, using, phone, year, expect, brand, battery, price, cant, complain, hence, star, im, tempt, buy, see, get, newer], [get, battery, red, water, damage, didnt, work], [replacement, battery, work, phone, value, price, issue, plan, order, samsung, galaxy, phone], [state, buy, amazom], [ok, pricebr, fast, delivery], [everything, turn, thanks], [battery, hold, charge, stay, charge], [battery, sure, cant, get, battery, last, entire, day, charge], [battery], [battery, arrive, shape], [battery, month, go, end, buy, battery, issue], [describe, shipping], [battery, great, couple, day, start, lose, charge, inform, let, seems, work, let, charge, go], [excelent], [job], [work], [advertise], [make, world, difference], [read, suppose, battery, package, seal, broken, battery, better, current, battery], [work, decent], [], [seem, kill, phone, phone, blink, twice, come, againwhen, try, charge, battery, couldnt, keep, charge, wouldnt, blink], [work, expect], [phone], [ship, work, instruction, charge, thank], [receive, battery, put, phone, keep, phone, let, charge, entire, day, turn, phone, battery, go, turn, phone, use, bought, battery, nothing, change, displease, product, think, battery, hold, charge, recommend, product, look, battery], [exelente], [battery, doesnt, hold, charge], [get, job, done], [cant, say, im, purchase, believe, battery, doesnt, longer, battery, use, phonewhich, year, shouldve, sent], [battery, wont, keep, charge], [year, nonstop, use, samsungs, battery, die, replacement, work, forgot, phone, charge, attach, charger, dont, hesitate, buy, replacement, mobile]]","[[perfect, 0.6249, 5], [concern come wrap box appear samsung battery work receive phone difference label battery country origin yes make wonder say receive work come galaxy use nfc anything confirm aspect work, 0.765, 5], [instal battery samsung g phone work find dealer examine battery claim refurb buy battery phone work cheap battery amazon get pay, 0.3612, 5], [excellent product, 0.296, 3], [work great keep buying phone, 0.0, 5], [product thank, 0.4404, 4], [battery problem samsung update software buy samsung phone, 0.8679, 5], [expect, 0.4404, 4], [stop hold battery week, 0.4404, 3], [overcharge old battery last longer, 0.0, 5], [receive battery charge store lithium ion assume sat shelf yearsbr br take charge work okay well using phone year expect brand battery price cant complain hence star im tempt buy see get newer, -0.4939, 1], [get battery red water damage didnt work, -0.2263, 2], [replacement battery work phone value price issue plan order samsung galaxy phone, 0.1511, 1], [state buy amazom, -0.8227, 1], [ok pricebr fast delivery, 0.5878, 5], [everything turn thanks, -0.4588, 1], [battery hold charge stay charge, 0.0, 5], [battery sure cant get battery last entire day charge, 0.7003, 3], [battery, 0.7764, 4], [battery arrive shape, 0.6249, 5], [battery month go end buy battery issue, 0.6249, 5], [describe shipping, 0.0, 5], [battery great couple day start lose charge inform let seems work let charge go, -0.296, 1], [excelent, 0.4404, 5], [job, 0.3612, 5], [work, 0.765, 5], [advertise, 0.6369, 5], [make world difference, 0.4404, 5], [read suppose battery package seal broken battery better current battery, -0.2411, 2], [work decent, 0.6213, 5], [, 0.0, 4], [seem kill phone phone blink twice come againwhen try charge battery couldnt keep charge wouldnt blink, 0.3612, 4], [work expect, 0.0, 5], [phone, 0.0, 5], [ship work instruction charge thank, 0.5719, 5], [receive battery put phone keep phone let charge entire day turn phone battery go turn phone use bought battery nothing change displease product think battery hold charge recommend product look battery, 0.4404, 5], [exelente, 0.5719, 5], [battery doesnt hold charge, 0.4404, 5], [get job done, 0.7906, 5], [cant say im purchase believe battery doesnt longer battery use phonewhich year shouldve sent, 0.0, 1], [battery wont keep charge, 0.0, 1], [year nonstop use samsungs battery die replacement work forgot phone charge attach charger dont hesitate buy replacement mobile, 0.3089, 1], [, 0.0, 1], [, 0.4939, 1], [, -0.3919, 4], [, 0.4209, 2], [, 0.6249, 5]]"
B008JH0NDU,[0.6369],[5],"[[ram, mount, work, ]]","[[ram mount work , 0.6369, 5]]"
B008L0K4IY,[-0.8225],[2],"[[buy, year, keep, seem, mickey, mouse, fragile, hell, cheap, holder, term, price, yesterday, impression, verify, drive, right, phone, holder, arm, broke, hit, bump, drive, phone, floor, way, perform, subscription, product, buy, replacement, basis, dont, buy]]","[[buy year keep seem mickey mouse fragile hell cheap holder term price yesterday impression verify drive right phone holder arm broke hit bump drive phone floor way perform subscription product buy replacement basis dont buy, -0.8225, 2]]"
B0091V933O,"[0.8481, -0.5849, -0.5423]","[5, 1, 1]","[[dont, buy, ], [work, fine, dont, side, went, dead, set], [product, price, rip, half, month, overall, soundsn]]","[[dont buy , 0.8481, 5], [work fine dont side went dead set, -0.5849, 1], [product price rip half month overall soundsn, -0.5423, 1]]"
B009LRN2SK,"[-0.34, 0.0]","[4, 1]","[[phone, doesnt, come, way, set, model, took, bit, get, thing, do, section, answer, thing, speed, lock, button, side, phone, test, sound, goodclear, time, purchase, father, need, something, simple, hop, communicate, phone, day, receive, ability, slip, use, product, course, fault, seller, donate], [ringer, cant, change, ringtones, purchase, button, finger, hit, time]]","[[phone doesnt come way set model took bit get thing do section answer thing speed lock button side phone test sound goodclear time purchase father need something simple hop communicate phone day receive ability slip use product course fault seller donate, -0.34, 4], [ringer cant change ringtones purchase button finger hit time, 0.0, 1]]"
B00AB2NW66,"[0.7184, 0.4404]","[5, 4]","[[product, work, expect, replacement, broken]]","[[product work expect replacement broken, 0.7184, 5], [, 0.4404, 4]]"
B00AI90WTM,[0.0],[1],[[need]],"[[need, 0.0, 1]]"
B00BAQKRHY,"[0.0, 0.8313, -0.4059, 0.5994, 0.9475, 0.9231, 0.584, 0.7446, 0.8729, 0.4544, 0.8126]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5]","[[work, vehicles, buy, lady, pricey, make], [son, truck, jeep, boyfriend, truck, awesome, awesome, awesome], [work, awesome, hand, follow, navigation], [perfect, use, follow, instruction, use, handy, alcohol, wipe, enclose, worth, penny], [want], [awesome, discreet, car, mount, live, nyc, travel, jersey, im, driver, police, officer, dont, windshield, mountsas, theyre, mount, thing, inside, car, dash, doesnt, obstruct, view, sleek, mount, phone, theres, surface, work, magnet], [use, multiple, mount, product, clip, bracket, adhesive, satisfy, durability, use, decide, try, nite, ize, love, simplicity, ease, use, mounting, magnet, yet, way, hold, phone, notice, reaction, phone, magnet, mount, tbe, steel, ball, mount, way, use, give, range, motion, phone, attach, connection, charger, hand, come, remove, phone], [work, well, claw, phone, mount, car, phone, direction, mount, easy, install, trade, car, come, fish, line, order, mounting, pad, car, work], [know, alwyas, ideal, cell, phone, phone, fine, try, pay, attention, make, sure, wallet, pocket, cell, phone, case, work, design], [hold, iphone], [thing, hop, car, hold, bottom, phone, finger, plop, ball, magnet, put, position, doest, move, friend, buy, product, receive, price, pay, ize, wobble, doesnt, stay, position, dont, buy, anything]]","[[work vehicles buy lady pricey make, 0.0, 5], [son truck jeep boyfriend truck awesome awesome awesome, 0.8313, 5], [work awesome hand follow navigation, -0.4059, 5], [perfect use follow instruction use handy alcohol wipe enclose worth penny, 0.5994, 5], [want, 0.9475, 5], [awesome discreet car mount live nyc travel jersey im driver police officer dont windshield mountsas theyre mount thing inside car dash doesnt obstruct view sleek mount phone theres surface work magnet, 0.9231, 5], [use multiple mount product clip bracket adhesive satisfy durability use decide try nite ize love simplicity ease use mounting magnet yet way hold phone notice reaction phone magnet mount tbe steel ball mount way use give range motion phone attach connection charger hand come remove phone, 0.584, 5], [work well claw phone mount car phone direction mount easy install trade car come fish line order mounting pad car work, 0.7446, 5], [know alwyas ideal cell phone phone fine try pay attention make sure wallet pocket cell phone case work design, 0.8729, 5], [hold iphone, 0.4544, 4], [thing hop car hold bottom phone finger plop ball magnet put position doest move friend buy product receive price pay ize wobble doesnt stay position dont buy anything, 0.8126, 5]]"
B00CF5MN1C,[0.2023],[3],"[[seems, work, fine]]","[[seems work fine, 0.2023, 3]]"
B00COYOAYW,"[0.4404, -0.3818, -0.4019, 0.0, 0.7264]","[4, 1, 1, 5, 4]","[[phone, handle, manage, good, price], [unlock, phone, use, operator, venezuela], [phone, crap, cant, turn, set, dont, know, sell], [hi, im, face, problem, phone, need, explanation, unclok, phone, mean, use, usa, im, ask, im, try, use, africa, angola, recognize, sim, card, there, setting, need]]","[[phone handle manage good price, 0.4404, 4], [unlock phone use operator venezuela, -0.3818, 1], [phone crap cant turn set dont know sell, -0.4019, 1], [hi im face problem phone need explanation unclok phone mean use usa im ask im try use africa angola recognize sim card there setting need, 0.0, 5], [, 0.7264, 4]]"
B00CX4PCUE,[0.6901],[5],"[[unique, protector, amaze, weight, built, suppose, get, unless, remove]]","[[unique protector amaze weight built suppose get unless remove, 0.6901, 5]]"
B00DDRPRVY,[0.5719],[5],[[excellent]],"[[excellent, 0.5719, 5]]"
B00DPIA7K2,[0.1265],[4],"[[liion, battery, fussy, see, battery, charge, nothing, think, battery, dead, use, universal, charger, kapaxen, get, bestbatt, ebay, amazon, forgetthis, revitalizes, dead, battery, battery, well, charger, come, phone]]","[[liion battery fussy see battery charge nothing think battery dead use universal charger kapaxen get bestbatt ebay amazon forgetthis revitalizes dead battery battery well charger come phone, 0.1265, 4]]"
B00DU0E6WK,[0.2057],[5],"[[droid, maxx, silicon, case, use, time, week, pool, get, drop, water]]","[[droid maxx silicon case use time week pool get drop water, 0.2057, 5]]"
B00DWKCBUM,[0.7906],[5],"[[deal, product]]","[[deal product, 0.7906, 5]]"
B00E5VLZEK,[0.6908],[2],"[[head, move, make, jack, lucky, purse, come, wouldnt, buy]]","[[head move make jack lucky purse come wouldnt buy, 0.6908, 2]]"
B00EKT26AE,[0.5574],[4],"[[purchase, htc, yr, drop, thousand, time, glass, crack, lol]]","[[purchase htc yr drop thousand time glass crack lol, 0.5574, 4]]"
B00ELFDEU8,"[0.4404, 0.4404, -0.4717, 0.8476]","[4, 2, 1, 5]","[[product, water, work, product, nice, price], [feel, cheap, sound, quality, cover, good, sound, muffle, charge, port, wont, allow, charge], [dont, buy, get, life, case, ]]","[[product water work product nice price, 0.4404, 4], [feel cheap sound quality cover good sound muffle charge port wont allow charge, 0.4404, 2], [dont buy get life case , -0.4717, 1], [, 0.8476, 5]]"
B00EU6NSBS,"[-0.4588, -0.4927, 0.6249, 0.0]","[1, 3, 5, 4]","[[thicker, brand, wed, own, drop, broke], [price, fit, phone], [idea, card, phone, problem, buy, flaw, thin, plastic, upper, side, volume, keep, break, purchase, broke, less, month, return, product, day], [product, ship, expect]]","[[thicker brand wed own drop broke, -0.4588, 1], [price fit phone, -0.4927, 3], [idea card phone problem buy flaw thin plastic upper side volume keep break purchase broke less month return product day, 0.6249, 5], [product ship expect, 0.0, 4]]"
B00EV7NHEY,[0.7003],[5],"[[price, well, quality]]","[[price well quality, 0.7003, 5]]"
B00F3IEOM4,[0.8792],[5],"[[receive, phone, daughter, please, arrive, look, brand, film, screen, phone, work, issue, satisfy, recommend, seller, look, save, refurbish, cell, phone, offer, month, warranty, usedrefurbished, phone, find]]","[[receive phone daughter please arrive look brand film screen phone work issue satisfy recommend seller look save refurbish cell phone offer month warranty usedrefurbished phone find, 0.8792, 5]]"
B00F408EYK,"[0.896, 0.4404, 0.7269, 0.8062]","[4, 4, 5, 5]","[[guy, best, china, case, shipping, time, worth, wait, product, brand, name, earphone, half, price, dont, take, word, give, try, gone], [comfy, sound, packaging], [seems, good], [arent, wary, price, get, use, diver, mp, player, everyone, say, headphone, work, wish, ear, piece, size, canal, bit, otherbr, br, find, suck, invest, higherquality, headphone, cost, size, shape, lot, ear, cheap, one, say, cheap, one, arent, starter, set, save, pair, couple, month, upgrade, work, fine]]","[[guy best china case shipping time worth wait product brand name earphone half price dont take word give try gone, 0.896, 4], [comfy sound packaging, 0.4404, 4], [seems good, 0.7269, 5], [arent wary price get use diver mp player everyone say headphone work wish ear piece size canal bit otherbr br find suck invest higherquality headphone cost size shape lot ear cheap one say cheap one arent starter set save pair couple month upgrade work fine, 0.8062, 5]]"
B00FCOKR0C,[0.3409],[4],[[ok]],"[[ok, 0.3409, 4]]"
B00FLKW0JI,"[0.2382, 0.6798, 0.0, -0.5267, 0.6369, 0.1531, 0.6249]","[1, 4, 1, 2, 5, 5, 5]","[[work], [buy, working, good, second, work, dont, know], [test, kindle, hdx, screen, tv, computer, work, problem, whatsoeverbr, br, course, drawback, know, purchase, reading, review, amazon, timebr, br, iclever, btt, winner], [work, decent, range, bluetooth, setup, start, use, right, part, dont, device, time, turn, use, tv, use, bluetooth, speaker, box, watch, tv, wake, people, adapter, need, connect, tv, slight, delay, audio], [thing, great, work, sony, walkman, use, bluetooth, headphone], [connect], [hop, allow, use, mhz, wireless, headphone, shame, manufacturer, design, build, ability, stay, working, recharge, loses, memory, device, pair, go, end, device, get, put, get, throw]]","[[work, 0.2382, 1], [buy working good second work dont know, 0.6798, 4], [test kindle hdx screen tv computer work problem whatsoeverbr br course drawback know purchase reading review amazon timebr br iclever btt winner, 0.0, 1], [work decent range bluetooth setup start use right part dont device time turn use tv use bluetooth speaker box watch tv wake people adapter need connect tv slight delay audio, -0.5267, 2], [thing great work sony walkman use bluetooth headphone, 0.6369, 5], [connect, 0.1531, 5], [hop allow use mhz wireless headphone shame manufacturer design build ability stay working recharge loses memory device pair go end device get put get throw, 0.6249, 5]]"
B00FXEK52G,[-0.0516],[1],"[[side, piece, credit, card, holder, broke, day, use]]","[[side piece credit card holder broke day use, -0.0516, 1]]"
B00G2FPE6M,[-0.6976],[2],"[[phone, issue, look, scuff, scratch, ongoing, problem, dependability, phone, come, take, charger, plug, phone, battery, indicator, show, zero, charge, take, phone, charger, minute, boot, show, charge, sure, battery, problem, issue, cant, depend, phone, ready, use, need, disappoint, phone, month]]","[[phone issue look scuff scratch ongoing problem dependability phone come take charger plug phone battery indicator show zero charge take phone charger minute boot show charge sure battery problem issue cant depend phone ready use need disappoint phone month, -0.6976, 2]]"
B00G9ARIZ0,[-0.128],[5],"[[order, thing, great, fix, mistake]]","[[order thing great fix mistake, -0.128, 5]]"
B00GGQH1WW,[0.0],[3],"[[headphone, work, remote, spend, extra, remote, find]]","[[headphone work remote spend extra remote find, 0.0, 3]]"
B00GN5S67A,[0.296],[4],[[ok]],"[[ok, 0.296, 4]]"
B00GNCRJM6,[-0.6249],[1],"[[worst, sheild, purchase, air, bubble, way]]","[[worst sheild purchase air bubble way, -0.6249, 1]]"
B00GOHM290,[-0.285],[1],"[[stop, work, recommend, light, connect, charger, plug, phone, wont, work]]","[[stop work recommend light connect charger plug phone wont work, -0.285, 1]]"
B00HS9TBBA,[-0.296],[5],"[[work, intend, issue]]","[[work intend issue, -0.296, 5]]"
B00HWQDK20,[0.0],[5],[[encant]],"[[encant, 0.0, 5]]"
B00I3NDY6I,[-0.4019],[1],"[[take, charge, phone, power, bank, loos, charge, phone, charge]]","[[take charge phone power bank loos charge phone charge, -0.4019, 1]]"
B00I8PYV4U,[-0.8402],[1],"[[quality, bad, sound, fit, quality]]","[[quality bad sound fit quality, -0.8402, 1]]"
B00IB6HNPA,[-0.7351],[1],"[[carbon, fiber, chip, day, look]]","[[carbon fiber chip day look, -0.7351, 1]]"
B00II2IOY6,[0.0],[1],[[vena]],"[[vena, 0.0, 1]]"
B00IIYQWY8,"[0.5267, 0.8675]","[3, 5]","[[case, price, color, purple, cant, go, case], [fit, phone, seem, get]]","[[case price color purple cant go case, 0.5267, 3], [fit phone seem get, 0.8675, 5]]"
B00IJEZ1EE,[0.8979],[5],"[[device, worth, penny, month, inform, super, accurate, awesome, feature, fun, work, device, let, lose, darn]]","[[device worth penny month inform super accurate awesome feature fun work device let lose darn, 0.8979, 5]]"
B00IODLOJQ,[0.6249],[5],[[product]],"[[product, 0.6249, 5]]"
B00J3EA50E,[-0.2755],[1],"[[doesnt, fit]]","[[doesnt fit, -0.2755, 1]]"
